Time_Stamps,AC_CabinTemp,AC_CabinTemp_FC,VEC,VEC_FC,VS
5377,29.49,22.45,0.39,0.71,69.34
5378,26.45,29.04,0.52,0.96,22.82
5379,32.53,27.04,0.32,0.35,7.6
5380,25.1,23.31,0.62,0.88,56.33
5381,24.92,32.42,0.09,0.02,5.42
5382,28.56,33.9,0.62,0.29,58.78
5383,25.39,31.84,0.28,0.05,75.35
5384,22.12,32.69,0.02,0.65,32.93
5385,30.43,24.81,0.55,0.1,48.83
5386,28.64,25.43,0.58,0.85,92.88
5387,27.79,24.71,0.43,0.65,47.11
5388,34.57,31.95,0.07,0.03,99.66
5389,29.43,34.32,0.89,0.71,15.7
5390,33.22,31.32,0.61,0.86,70.89
5391,23.81,33.46,0.12,0.66,65.26
5392,29.4,30.3,0.51,0.03,87.23
5393,33.28,27.04,0.5,0.86,9.24
5394,29.58,27.53,0.06,0.73,28.02
5395,31.33,22.98,0.61,0.38,13.22
5396,26.84,22.41,0.81,0.33,93.31
5397,23.2,31.04,0.75,0.48,42.66
5398,27.95,27.7,0.2,0.87,91.01
5399,27.13,29.18,0.86,0.25,29.44
5400,33.27,29.25,0.34,0.1,12.64
5401,25.17,25.61,0.95,0.86,29.65
5402,34.57,28.19,0.07,0.03,59.72
5403,34.46,28.12,0.49,0.91,84.52
5404,25.22,27.05,0.6,0.31,38.54
5405,26.52,32.67,0.25,0.51,91.48
5406,33.64,27.87,0.77,0.13,24.42
5407,34.57,29.85,0.63,0.9,69.35
5408,27.76,33.64,0.02,0.75,73.57
5409,26.17,33.26,0.61,0.92,27.4
5410,28.84,33.58,0.49,0.68,2.7
5411,30.94,25.51,0.2,0.18,36.52
5412,25.56,22.45,1.0,0.31,4.52
5413,31.57,25.39,0.9,0.49,90.08
5414,22.67,25.62,0.29,0.61,95.35
5415,22.64,33.82,0.54,0.93,73.54
5416,27.02,30.44,0.32,0.38,72.67
5417,26.6,23.06,0.78,0.7,24.09
5418,26.1,23.76,0.93,0.96,7.39
5419,28.38,24.02,0.36,0.15,80.21
5420,26.17,30.2,0.81,0.86,55.92
5421,24.5,31.56,0.5,0.42,68.16
5422,26.02,33.18,0.4,0.73,77.96
5423,34.67,34.23,0.94,0.29,40.94
5424,27.34,24.62,0.51,0.33,14.45
5425,27.78,26.03,0.47,0.03,79.5
5426,29.5,25.12,0.67,0.97,45.38
5427,34.78,26.66,0.26,0.81,82.69
5428,25.14,33.89,0.32,0.09,43.77
5429,30.86,29.48,0.93,1.0,21.7
5430,31.31,31.6,0.68,0.61,17.1
5431,29.9,28.37,0.83,0.85,74.39
5432,23.15,22.38,0.27,0.07,57.49
5433,30.8,22.83,0.54,0.39,40.46
5434,22.83,28.99,0.97,0.67,49.21
5435,29.75,31.34,0.32,0.11,54.96
5436,31.61,24.8,0.16,0.49,23.94
5437,24.74,31.38,0.51,0.44,37.82
5438,32.94,32.54,0.39,0.22,29.24
5439,22.39,27.35,0.16,0.3,38.84
5440,32.97,31.7,0.89,0.97,50.06
5441,27.98,27.25,0.99,0.29,17.34
5442,24.83,30.82,0.57,0.21,39.35
5443,23.74,31.93,0.77,0.54,38.55
5444,34.39,34.9,0.86,0.67,28.6
5445,22.94,26.49,0.7,0.73,99.85
5446,24.59,27.34,0.04,0.75,7.36
5447,26.52,24.15,0.16,0.04,64.3
5448,30.06,24.65,0.07,0.39,17.44
5449,29.08,31.01,0.01,0.77,83.95
5450,23.63,33.92,0.31,0.9,91.42
5451,25.77,27.13,0.39,0.6,40.15
5452,25.1,24.34,0.24,0.05,82.35
5453,24.78,25.71,0.06,0.4,24.99
5454,27.34,27.92,0.53,0.07,14.01
5455,31.15,25.78,0.27,0.75,31.59
5456,24.83,25.04,0.8,0.06,34.17
5457,26.77,31.57,0.01,0.19,39.74
5458,27.08,22.1,0.84,0.42,37.3
5459,34.69,29.01,0.95,0.46,41.11
5460,34.41,32.32,0.72,0.41,71.0
5461,32.4,25.46,0.73,0.46,24.56
5462,25.14,29.84,0.93,0.71,1.86
5463,22.88,30.7,0.21,0.37,48.97
5464,26.12,30.52,0.99,0.55,44.83
5465,25.47,27.8,0.77,0.3,6.01
5466,28.58,26.51,0.73,0.35,13.38
5467,32.11,32.87,0.36,0.61,50.99
5468,33.16,31.86,0.55,0.49,23.48
5469,32.98,26.18,0.65,0.72,87.76
5470,26.68,23.34,0.62,0.56,17.33
5471,30.93,22.93,0.7,0.8,2.01
5472,26.07,23.23,0.08,0.44,44.76
5473,22.79,29.58,0.36,0.49,98.62
5474,31.12,22.67,0.43,0.67,63.39
5475,22.13,26.38,0.26,0.22,35.4
5476,27.32,31.79,0.17,0.39,1.69
5477,26.28,25.83,0.14,0.62,48.49
5478,31.01,31.92,0.37,0.03,20.65
5479,31.96,31.69,0.49,0.44,64.78
5480,25.95,25.2,0.06,0.6,58.3
5481,32.55,31.47,0.95,0.97,26.52
5482,25.82,31.72,0.77,0.88,6.89
5483,27.8,27.17,0.73,0.28,75.5
5484,31.45,24.74,0.17,0.51,58.55
5485,31.01,28.78,0.6,0.06,84.21
5486,34.84,33.98,0.53,0.24,25.98
5487,24.93,30.32,0.98,0.77,65.29
5488,30.61,24.25,0.75,0.12,11.87
5489,29.93,30.88,0.58,0.26,29.18
5490,33.9,27.55,0.85,0.94,65.65
5491,24.03,29.69,0.16,0.82,82.56
5492,31.77,31.54,0.02,0.78,32.09
5493,29.39,28.69,0.69,0.86,79.89
5494,25.57,32.58,0.1,0.75,67.78
5495,28.17,31.39,0.12,0.12,34.87
5496,26.34,30.0,0.74,0.52,87.64
5497,29.53,23.96,0.27,0.44,50.92
5498,33.56,32.87,0.63,0.31,64.82
5499,29.4,34.17,0.92,0.83,49.56
5500,30.21,23.78,0.32,0.46,45.27
5501,28.74,28.35,0.22,0.06,84.8
5502,22.67,25.37,0.11,0.27,29.47
5503,25.03,31.81,0.13,0.23,3.66
5504,28.4,31.38,0.06,0.89,87.98
5505,26.03,23.83,0.09,0.65,82.5
5506,24.36,33.4,0.43,0.56,36.66
5507,28.55,24.35,0.32,0.51,18.55
5508,26.2,32.36,0.71,0.65,67.55
5509,25.36,27.94,0.87,0.75,7.88
5510,28.03,26.27,0.78,0.55,42.38
5511,23.73,24.06,0.53,0.94,8.59
5512,34.06,24.18,0.1,0.98,59.79
5513,33.28,30.6,0.71,1.0,2.72
5514,31.2,29.16,0.36,0.67,62.92
5515,23.38,23.59,0.09,0.93,67.32
5516,32.09,23.47,0.84,0.4,48.71
5517,32.5,22.94,0.34,0.86,17.5
5518,31.98,31.67,0.22,0.91,10.14
5519,23.48,31.25,0.87,0.9,31.33
5520,30.37,22.76,0.9,0.83,46.52
5521,32.85,29.28,0.34,0.41,64.22
5522,29.51,23.1,0.35,0.16,0.13
5523,30.4,33.75,0.58,0.33,71.11
5524,27.96,33.79,0.73,0.77,71.27
5525,28.87,31.08,0.06,0.23,44.45
5526,22.45,34.04,0.59,0.48,34.34
5527,30.31,32.55,0.95,0.57,84.23
5528,23.06,32.77,0.26,0.6,78.46
5529,27.66,29.41,0.91,0.94,98.33
5530,25.8,25.98,0.95,0.66,37.19
5531,29.09,24.83,0.27,0.79,90.68
5532,23.73,26.25,0.75,0.58,8.74
5533,30.99,30.17,0.24,0.83,41.15
5534,32.34,24.24,0.74,0.26,46.54
5535,24.12,25.36,0.8,0.21,44.09
5536,23.36,28.08,0.25,0.93,62.51
5537,23.89,25.03,0.72,0.69,17.02
5538,33.4,29.65,0.81,0.67,86.65
5539,28.87,34.0,0.36,0.47,55.18
5540,28.07,31.73,0.17,0.38,90.42
5541,23.39,30.66,0.09,0.56,0.26
5542,30.44,29.58,0.58,0.12,63.0
5543,33.28,28.34,0.98,0.45,41.25
5544,32.77,24.43,0.82,0.46,50.51
5545,30.14,33.63,0.44,0.54,74.38
5546,22.98,25.23,0.54,0.63,22.72
5547,23.46,23.19,0.28,0.96,20.49
5548,22.64,31.75,0.16,0.65,70.3
5549,25.35,24.28,0.48,0.88,52.14
5550,23.76,26.83,0.46,0.56,23.36
5551,25.38,22.37,0.52,0.63,48.4
5552,27.01,23.78,0.95,0.07,45.96
5553,34.26,24.25,0.6,0.13,69.14
5554,29.93,22.71,0.61,0.58,0.27
5555,32.85,30.54,0.13,0.4,58.68
5556,31.23,32.88,1.0,0.8,60.57
5557,23.46,26.85,0.77,0.54,74.55
5558,31.57,33.37,0.88,0.88,88.92
5559,25.58,24.77,0.41,0.97,44.02
5560,30.31,26.23,0.5,0.15,34.25
5561,26.43,23.96,0.52,0.39,10.23
5562,34.97,30.07,0.19,0.66,33.68
5563,25.43,27.46,0.69,0.31,6.85
5564,25.63,29.97,0.9,0.27,80.28
5565,34.1,31.9,0.16,0.81,80.7
5566,22.32,29.09,0.09,0.98,41.72
5567,31.06,30.16,0.74,0.77,25.96
5568,31.43,34.16,0.27,0.52,11.8
5569,32.87,25.89,0.62,0.44,85.12
5570,34.67,26.67,0.7,0.54,87.75
5571,34.68,31.33,0.32,0.46,26.63
5572,22.85,29.95,0.82,0.5,62.18
5573,32.68,24.32,0.55,0.2,25.87
5574,30.4,26.89,0.87,0.9,22.51
5575,30.42,28.08,0.76,0.75,2.12
5576,23.67,27.45,0.87,0.68,57.72
5577,30.45,24.32,0.02,0.95,14.99
5578,34.77,34.02,0.24,0.28,1.24
5579,33.85,31.91,0.09,0.08,10.49
5580,27.71,28.26,0.44,0.83,31.38
5581,22.52,30.84,0.89,1.0,66.92
5582,26.71,33.66,0.47,0.58,20.26
5583,32.74,23.77,0.85,0.06,88.76
5584,31.12,25.25,0.33,0.78,28.85
5585,27.97,29.06,0.34,0.07,33.12
5586,22.72,32.39,0.9,0.54,21.8
5587,27.55,22.47,0.43,0.28,25.38
5588,28.1,34.79,0.79,0.92,7.41
5589,34.07,27.91,0.24,0.45,29.48
5590,30.33,26.67,0.95,0.9,85.96
5591,26.05,25.81,0.57,0.3,68.84
5592,28.83,24.27,0.76,0.39,87.53
5593,22.86,32.29,0.09,0.95,10.49
5594,34.64,34.42,0.49,0.2,45.56
5595,26.68,27.38,0.9,0.58,22.93
5596,28.21,34.38,0.88,0.39,72.12
5597,26.62,32.71,0.05,0.77,97.02
5598,30.87,28.25,0.3,0.13,81.54
5599,30.61,30.76,0.44,0.44,3.53
5600,31.3,27.65,0.17,0.7,31.67
5601,25.49,29.26,0.73,0.41,2.86
5602,26.1,22.75,0.18,0.06,4.02
5603,23.63,31.05,0.35,0.71,7.95
5604,30.52,22.69,0.66,0.5,27.63
5605,22.52,32.62,0.48,0.01,30.42
5606,29.77,32.72,0.74,0.61,40.05
5607,33.31,25.08,0.96,0.92,40.49
5608,33.58,26.21,0.12,0.11,77.14
5609,27.84,28.26,0.71,0.59,14.14
5610,27.97,29.76,0.23,0.73,15.77
5611,23.0,25.74,0.41,0.07,62.66
5612,30.72,29.7,0.03,0.02,57.17
5613,32.68,25.87,0.14,0.46,15.4
5614,25.18,22.72,0.32,0.79,85.23
5615,27.48,22.03,0.34,0.16,32.91
5616,32.9,23.31,0.9,0.84,36.7
5617,33.4,32.3,0.74,0.66,42.05
5618,25.16,34.5,0.97,0.33,32.27
5619,29.16,27.55,0.6,0.52,55.75
5620,24.5,28.66,0.24,0.97,38.86
5621,23.32,23.91,0.33,0.22,25.94
5622,33.84,29.16,0.32,0.5,90.45
5623,32.67,23.88,0.33,0.62,30.84
5624,31.88,29.95,0.67,0.14,69.85
5625,22.63,34.13,0.53,0.04,34.72
5626,32.97,24.54,0.39,0.01,43.52
5627,27.69,31.94,0.15,0.32,23.59
5628,26.45,22.31,0.02,0.07,75.23
5629,29.1,26.88,0.22,0.8,73.72
5630,23.19,23.44,0.11,1.0,2.22
5631,31.84,26.58,0.79,0.06,6.02
5632,29.57,24.26,0.11,0.43,92.24
5633,24.43,26.85,0.72,0.03,88.88
5634,24.45,27.43,0.39,0.13,50.61
5635,24.4,25.91,0.07,0.32,49.34
5636,22.74,30.54,0.81,0.39,81.24
5637,29.64,33.95,0.58,0.94,13.85
5638,32.92,27.21,0.24,0.4,65.37
5639,22.23,24.5,0.89,0.5,47.6
5640,22.64,25.52,0.05,0.25,74.33
5641,29.45,33.1,0.2,0.0,3.01
5642,32.65,29.43,0.75,0.9,59.27
5643,26.25,27.92,0.71,0.08,55.67
5644,26.54,23.95,0.29,0.96,84.08
5645,29.75,27.85,0.06,0.13,67.68
5646,25.56,25.62,0.86,0.6,88.02
5647,22.35,34.26,0.31,1.0,88.73
5648,31.56,33.49,0.2,0.14,40.82
5649,30.13,23.09,0.52,0.42,13.74
5650,29.55,28.72,0.91,0.78,63.03
5651,31.64,24.93,0.04,0.03,87.37
5652,30.78,27.34,0.77,0.69,7.5
5653,24.68,33.4,0.57,0.08,55.79
5654,26.58,28.86,0.43,0.24,11.5
5655,23.64,26.34,0.74,0.16,2.7
5656,23.69,24.7,0.97,0.91,67.96
5657,30.79,32.4,0.23,0.18,68.18
5658,33.16,30.12,0.14,0.04,60.07
5659,34.52,28.08,0.91,0.59,85.92
5660,30.17,24.83,0.67,0.35,8.09
5661,24.39,26.35,0.44,0.41,10.53
5662,23.37,34.48,0.57,0.12,86.45
5663,32.57,28.76,0.75,0.75,50.33
5664,29.52,27.21,0.77,0.6,27.31
5665,30.04,28.78,0.92,0.36,73.82
5666,32.16,32.13,0.43,0.17,89.44
5667,31.14,26.42,0.29,0.59,68.96
5668,32.85,24.32,0.64,0.78,79.19
5669,22.73,29.6,0.42,0.31,28.25
5670,31.72,30.65,0.59,0.03,28.88
5671,33.06,31.27,0.42,0.21,86.41
5672,25.72,33.47,0.15,0.68,61.49
5673,30.33,26.83,0.47,0.99,23.42
5674,26.08,22.98,0.69,0.01,52.42
5675,34.45,34.46,0.8,0.31,68.59
5676,22.43,27.66,0.49,0.06,21.85
5677,29.54,30.1,0.17,0.32,65.49
5678,24.16,30.66,0.41,0.41,4.21
5679,31.26,29.1,0.79,0.92,30.37
5680,24.29,24.67,0.41,0.08,67.4
5681,25.06,31.82,0.7,0.78,14.93
5682,28.43,32.45,0.51,0.4,22.22
5683,33.89,29.19,0.24,0.81,87.91
5684,24.75,28.35,0.8,0.51,67.43
5685,23.88,23.48,0.08,0.04,49.89
5686,31.87,23.09,0.52,0.95,21.09
5687,28.51,26.41,0.21,0.08,34.14
5688,33.85,26.04,0.07,0.6,57.43
5689,23.91,34.4,0.5,0.88,15.53
5690,30.4,32.19,0.5,0.08,48.17
5691,25.03,30.58,0.71,0.55,40.9
5692,24.04,28.73,0.74,0.82,47.67
5693,30.88,24.18,0.73,0.99,10.56
5694,29.72,34.72,0.41,0.72,10.65
5695,31.81,26.88,0.63,0.28,96.41
5696,26.02,23.39,0.58,0.7,97.94
5697,27.82,28.42,0.42,0.71,42.62
5698,27.27,33.36,0.6,0.7,78.9
5699,34.79,33.53,0.95,0.85,65.58
5700,25.8,22.14,0.19,0.09,11.69
5701,25.83,33.52,0.91,0.11,29.67
5702,26.61,25.53,0.05,0.64,31.37
5703,29.34,22.51,0.31,0.95,59.58
5704,25.28,33.02,0.29,0.47,58.0
5705,33.9,33.23,0.63,0.96,92.35
5706,25.45,29.75,0.13,0.94,79.0
5707,33.65,29.47,0.88,0.9,85.68
5708,23.35,32.57,0.83,0.91,89.12
5709,30.54,32.22,0.65,0.9,80.13
5710,33.79,33.57,0.46,0.82,33.29
5711,24.19,29.19,0.93,0.69,21.5
5712,34.59,34.58,0.83,0.02,57.18
5713,27.89,34.95,0.5,0.13,68.96
5714,34.29,23.52,0.7,0.13,38.66
5715,30.8,33.04,0.57,0.02,84.83
5716,25.92,28.5,0.59,0.12,96.06
5717,24.45,27.04,0.33,0.92,56.94
5718,25.95,29.97,0.46,0.66,45.66
5719,23.21,22.73,0.08,0.31,84.29
5720,23.87,28.58,0.36,0.79,2.43
5721,23.36,33.32,0.7,0.49,12.9
5722,27.5,24.77,0.95,0.14,84.57
5723,32.34,27.54,0.96,0.88,73.2
5724,23.84,34.21,0.56,0.34,41.61
5725,23.69,27.57,0.61,0.7,88.89
5726,30.36,26.66,0.19,0.29,35.15
5727,24.56,27.73,0.7,0.5,63.38
5728,23.27,28.75,0.07,0.82,63.43
5729,24.17,30.22,0.28,0.16,18.43
5730,34.01,32.41,0.67,0.98,28.49
5731,32.68,27.88,0.31,0.07,91.6
5732,26.6,32.63,0.05,0.53,18.34
5733,30.53,28.94,0.83,0.92,17.36
5734,28.98,26.4,0.31,0.95,47.96
5735,30.8,30.55,0.06,0.23,9.22
5736,30.87,31.33,0.07,0.14,89.46
5737,30.17,29.25,0.25,0.72,10.01
5738,25.46,22.74,0.18,0.04,61.66
5739,22.51,24.21,0.77,0.49,33.98
5740,27.92,25.71,0.32,0.8,80.43
5741,33.58,25.67,0.8,0.56,58.98
5742,29.4,30.75,0.17,0.19,38.83
5743,32.82,22.24,0.49,0.49,98.39
5744,34.89,31.82,0.69,0.92,6.62
5745,24.13,25.45,0.65,0.62,57.78
5746,30.99,26.03,0.6,0.72,98.96
5747,30.77,28.86,0.92,0.34,69.1
5748,34.74,24.81,0.23,0.19,73.98
5749,34.81,33.5,0.49,0.26,3.21
5750,30.93,23.11,0.88,0.53,2.14
5751,25.17,27.78,0.08,0.28,3.61
5752,32.38,33.04,0.06,0.54,99.17
5753,23.39,30.01,0.23,0.71,97.95
5754,32.15,25.8,0.63,0.73,33.45
5755,33.83,27.47,0.26,0.16,29.1
5756,26.98,31.19,0.19,0.75,14.6
5757,30.2,34.65,0.46,0.67,32.91
5758,27.59,33.61,0.61,0.01,37.01
5759,27.69,26.45,0.25,0.06,74.83
5760,26.03,34.98,0.3,0.65,86.63
5761,31.91,22.05,0.61,0.38,74.67
5762,34.17,22.36,0.95,0.15,64.65
5763,34.23,32.71,0.67,0.04,76.59
5764,24.27,24.59,0.78,0.16,73.85
5765,33.37,22.79,0.37,0.96,47.57
5766,31.59,25.08,0.27,0.73,33.59
5767,25.29,27.54,0.45,0.53,28.28
5768,22.87,31.5,0.81,0.94,67.94
5769,25.48,30.12,0.46,0.62,95.93
5770,33.86,25.09,0.85,0.73,58.11
5771,30.23,28.54,0.99,0.28,91.25
5772,31.37,34.04,0.07,0.59,1.42
5773,25.34,32.6,0.05,0.14,79.45
5774,31.35,26.2,0.15,0.4,85.36
5775,22.37,34.77,0.38,0.03,63.1
5776,26.88,31.21,0.13,0.22,93.41
5777,30.15,22.81,0.87,0.07,58.99
5778,23.9,22.46,0.02,0.39,24.05
5779,32.7,24.19,0.32,0.84,21.57
5780,25.06,31.46,0.18,0.38,55.58
5781,30.48,24.39,0.93,0.83,90.65
5782,27.27,28.65,0.67,0.66,7.24
5783,29.75,23.21,0.91,0.51,60.44
5784,23.4,33.97,0.97,0.24,76.98
5785,22.22,26.47,0.5,0.92,11.54
5786,33.82,33.81,0.23,0.05,11.68
5787,25.51,34.28,0.19,0.69,36.61
5788,32.66,22.08,0.22,0.62,27.39
5789,34.99,28.03,0.71,0.44,19.83
5790,24.75,22.32,0.04,0.24,19.87
5791,25.45,33.81,0.05,0.43,13.07
5792,30.62,28.74,0.61,0.87,61.09
5793,34.55,22.97,0.64,0.84,68.81
5794,33.91,23.43,0.67,0.94,70.29
5795,28.54,26.99,0.37,0.31,53.24
5796,32.34,34.22,0.81,0.39,95.29
5797,23.76,31.01,0.53,0.02,88.05
5798,34.71,33.28,0.11,0.94,95.76
5799,34.54,26.76,0.8,0.33,38.88
5800,24.13,22.56,0.95,0.4,87.78
5801,25.89,34.67,0.06,0.91,76.29
5802,23.3,22.22,0.39,0.53,34.0
5803,25.53,34.32,0.49,0.57,10.66
5804,32.61,26.79,0.15,0.18,68.26
5805,26.92,22.13,0.87,0.5,13.65
5806,23.15,30.96,0.28,0.92,29.38
5807,26.45,34.75,0.78,0.56,50.04
5808,34.76,34.55,0.67,0.26,67.99
5809,30.19,24.09,0.6,0.03,92.62
5810,27.41,24.36,0.19,0.34,59.32
5811,24.17,29.35,0.22,0.57,67.14
5812,34.82,30.28,0.05,0.04,31.0
5813,32.67,31.61,0.24,0.61,68.73
5814,25.66,24.35,0.35,0.52,43.78
5815,22.91,34.47,0.83,0.78,85.69
5816,22.74,30.3,0.37,0.03,39.25
5817,23.56,33.01,0.75,0.78,46.83
5818,29.55,29.02,0.44,0.52,43.26
5819,34.07,27.39,0.78,0.37,81.11
5820,28.46,34.7,0.98,0.97,95.37
5821,32.96,29.57,0.24,0.16,32.73
5822,27.8,33.27,0.86,0.54,47.5
5823,31.21,34.39,0.62,0.32,70.59
5824,31.51,30.78,0.82,0.53,89.54
5825,24.26,29.14,0.65,0.55,49.37
5826,26.7,22.05,0.42,0.09,10.89
5827,30.28,22.52,0.23,0.66,36.87
5828,22.92,24.61,0.07,0.63,55.04
5829,26.7,24.42,0.54,0.77,41.75
5830,28.95,25.31,0.99,0.09,18.66
5831,34.95,25.96,0.74,0.3,3.7
5832,28.17,26.68,0.33,0.65,68.74
5833,32.61,27.47,0.83,0.14,99.27
5834,27.62,23.29,0.77,0.68,91.92
5835,32.35,22.55,0.28,0.06,68.33
5836,29.74,30.76,0.01,0.33,84.15
5837,33.53,28.99,0.12,0.85,25.57
5838,27.34,27.77,0.88,0.77,62.24
5839,29.86,30.25,0.84,0.64,6.06
5840,30.19,32.76,0.3,0.87,70.72
5841,27.43,27.56,0.29,0.71,96.99
5842,23.88,30.33,0.79,0.52,86.08
5843,23.22,34.4,0.94,0.98,53.44
5844,22.22,32.92,0.78,0.69,78.87
5845,33.36,27.54,0.61,0.6,94.39
5846,25.07,30.38,0.24,0.41,21.6
5847,24.75,24.3,0.53,0.9,79.33
5848,31.57,29.29,0.23,0.3,26.98
5849,26.16,34.76,0.81,0.01,87.69
5850,28.58,28.74,0.39,0.2,9.84
5851,24.11,34.06,0.83,0.11,17.82
5852,34.48,27.3,0.38,0.32,72.06
5853,33.07,34.98,0.82,0.83,17.48
5854,33.23,29.53,0.33,0.65,15.81
5855,27.29,22.55,0.44,0.17,55.55
5856,31.91,29.63,0.62,0.79,83.5
5857,23.87,25.57,0.07,0.5,26.85
5858,22.11,22.42,0.95,0.51,84.11
5859,22.26,32.67,0.57,0.36,80.8
5860,29.63,25.58,0.51,0.86,57.91
5861,27.92,32.36,0.84,0.32,64.66
5862,28.73,25.75,0.87,0.09,4.04
5863,22.1,24.53,0.52,0.3,36.71
5864,27.49,34.66,0.93,0.72,26.34
5865,31.33,26.7,0.06,0.66,15.0
5866,27.76,29.82,0.11,0.19,38.97
5867,31.52,29.93,0.6,0.11,35.49
5868,25.03,29.29,0.35,0.66,72.89
5869,32.57,33.89,0.46,0.68,59.81
5870,29.65,30.77,0.33,0.37,91.31
5871,24.74,27.25,0.4,0.84,14.54
5872,25.08,33.21,0.82,0.98,5.97
5873,30.16,24.35,0.59,0.21,53.46
5874,32.79,29.08,1.0,0.58,0.1
5875,27.4,34.36,0.79,0.01,78.77
5876,25.36,30.13,0.27,0.71,50.6
5877,33.27,32.62,0.26,0.41,48.81
5878,30.7,30.5,0.34,0.19,36.25
5879,27.83,32.91,0.84,0.75,37.5
5880,28.34,34.28,0.03,0.81,43.11
5881,24.66,25.55,0.23,0.11,1.6
5882,30.15,24.21,0.9,0.04,8.35
5883,26.66,28.29,0.64,0.33,50.5
5884,34.94,31.12,0.23,0.63,15.01
5885,28.24,24.95,0.22,0.79,77.88
5886,28.32,22.05,0.86,0.55,27.45
5887,29.36,26.46,0.89,0.58,9.79
5888,33.92,34.6,0.26,0.8,23.52
5889,32.41,31.03,0.42,0.53,35.71
5890,27.86,27.22,0.83,0.61,3.53
5891,31.34,24.5,0.77,0.52,14.17
5892,29.62,26.63,0.81,0.88,32.38
5893,28.4,24.21,0.52,0.24,31.05
5894,24.5,23.38,0.91,0.26,80.04
5895,28.03,33.79,0.33,0.13,84.33
5896,25.2,34.97,0.16,0.82,19.34
5897,33.89,24.13,0.71,0.41,12.39
5898,26.36,22.71,0.54,0.35,63.42
5899,34.38,26.29,0.85,0.98,80.46
5900,28.93,28.0,0.08,0.93,96.37
5901,30.21,24.66,0.84,0.97,0.68
5902,29.06,25.92,0.29,0.14,41.37
5903,23.68,24.61,0.65,0.89,73.4
5904,26.89,32.07,0.04,0.33,82.86
5905,23.29,31.26,0.61,0.01,6.23
5906,30.1,30.25,0.72,0.39,68.06
5907,27.81,27.03,0.37,0.51,28.89
5908,32.11,33.82,0.22,0.11,7.46
5909,24.87,34.6,0.54,0.54,48.91
5910,24.14,24.26,0.83,0.82,15.82
5911,27.28,24.9,0.32,0.38,73.7
5912,34.05,28.83,0.25,0.35,74.13
5913,31.24,23.19,0.28,0.34,84.21
5914,27.45,27.67,0.95,0.92,37.76
5915,28.72,29.56,0.36,0.05,1.33
5916,23.09,28.79,0.0,0.45,25.97
5917,34.8,26.3,0.78,0.26,46.78
5918,30.66,29.05,0.7,0.89,69.4
5919,25.71,34.46,0.13,0.1,38.2
5920,29.62,24.68,0.98,0.41,53.6
5921,23.42,30.51,0.61,0.41,52.43
5922,34.56,22.56,0.5,0.89,16.5
5923,24.27,22.86,0.38,0.22,62.3
5924,30.42,29.17,0.9,0.64,43.93
5925,25.19,23.36,0.24,0.13,80.79
5926,31.33,22.29,0.29,0.95,69.06
5927,32.1,24.23,0.12,0.59,11.15
5928,30.75,29.34,0.76,0.63,48.88
5929,29.99,31.14,0.6,0.43,70.25
5930,33.6,24.63,0.61,0.34,8.7
5931,23.02,30.69,0.22,0.21,79.25
5932,26.3,24.37,0.65,0.6,22.2
5933,25.23,29.97,0.77,0.95,50.31
5934,34.84,27.36,0.36,0.36,94.06
5935,27.06,30.5,0.8,0.88,57.13
5936,31.52,34.94,0.35,0.15,42.41
5937,30.9,34.19,0.76,0.94,0.68
5938,24.76,22.06,0.03,0.35,13.34
5939,25.11,33.51,0.55,0.38,57.87
5940,25.66,22.86,0.97,0.46,49.38
5941,27.34,34.39,0.98,0.72,36.38
5942,25.05,25.66,0.28,0.72,92.32
5943,22.26,26.97,0.44,0.48,33.25
5944,33.43,23.19,0.06,0.52,53.72
5945,34.55,23.46,0.87,0.03,56.87
5946,26.44,31.45,0.57,0.3,52.75
5947,26.4,34.28,0.39,0.35,47.76
5948,22.09,29.94,0.11,0.56,33.71
5949,30.84,31.31,0.95,0.56,90.88
5950,32.73,31.91,0.53,0.71,45.08
5951,23.91,25.42,0.28,0.72,52.84
5952,24.08,22.59,0.35,0.24,65.65
5953,32.27,22.02,0.27,0.77,6.77
5954,30.01,26.56,0.6,0.02,78.13
5955,22.58,25.14,0.93,0.72,51.25
5956,30.09,22.81,0.86,0.1,65.72
5957,26.02,24.33,0.46,0.73,77.2
5958,26.79,23.62,0.83,0.53,87.41
5959,32.01,33.89,0.42,0.44,39.22
5960,32.54,23.82,0.25,0.69,81.14
5961,27.2,28.99,0.98,0.04,25.88
5962,34.31,29.71,0.3,0.22,66.03
5963,27.28,29.07,0.32,0.62,10.27
5964,32.03,23.29,0.99,0.85,2.0
5965,28.29,26.14,0.13,0.38,9.58
5966,33.67,22.67,0.76,0.26,31.94
5967,33.8,27.14,0.94,0.52,3.11
5968,23.14,24.45,0.51,0.62,63.05
5969,34.17,29.3,0.0,0.42,31.65
5970,32.73,31.01,0.38,0.88,73.64
5971,32.29,28.92,0.11,0.52,4.59
5972,24.61,27.65,0.42,0.04,21.67
5973,32.47,27.04,0.79,0.22,40.8
5974,33.05,32.94,0.44,0.45,38.27
5975,25.76,24.85,0.43,0.7,13.1
5976,34.38,31.54,0.56,0.22,99.41
5977,22.65,31.85,0.58,0.98,28.44
5978,23.95,27.45,0.86,0.32,72.1
5979,28.99,25.86,0.31,0.53,22.0
5980,29.49,28.12,0.82,0.02,87.79
5981,30.39,23.21,0.57,0.88,38.78
5982,22.22,22.6,0.3,0.79,90.09
