time,compressor power,compressor mark,AC PTC power,AC PTC mark,battery PTC power,battery PTC mark,MCU front power,MCU front mark,MCU rear power,MCU rear mark,DCDC power,DCDC mark,fan power,fan mark,water pump power,water pump mark,blower power,blower mark,others power,others mark,battery power,battery mark,mechanical ratio,low voltage ratio,high voltage ratio,MCU rear ratio,battery PTC ratio,AC PTC ratio,MCU front ratio,compressor ratio
5606,0,0,4,1,5,1,4.1,1,6,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.31825508,5.95 ,53.74 ,28.94723112,23.13 ,30.61 ,11.37102396,0
5607,0,0,4,1,5,1,5.2,1,7.2,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.32323878,5.95 ,53.73 ,28.94921655,23.12 ,30.61 ,11.37402224,0
5608,0,0,4,1,5,1,5.6,1,7.4,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.32855568,5.95 ,53.72 ,28.95122591,23.12 ,30.61 ,11.37732977,0
5609,0,0,4,1,5,1,4.2,1,6.5,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.33258758,5.95 ,53.72 ,28.95301571,23.12 ,30.61 ,11.37957187,0
5610,0,0,3.5,1,5,1,4.8,1,7.5,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.33769931,5.95 ,53.72 ,28.95544212,23.11 ,30.60 ,11.38225719,0
5611,0,0,3.5,1,5,1,4.8,1,7.7,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.34292095,5.95 ,53.71 ,28.95800057,23.11 ,30.60 ,11.38492038,0
5612,0,0,3.5,1,5,1,3.7,1,6.3,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.34674712,5.95 ,53.71 ,28.95992642,23.10 ,30.60 ,11.3868207,0
5613,0,0,3.7,1,5,1,0.3,1,3.1,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.34681761,5.95 ,53.71 ,28.96059341,23.10 ,30.60 ,11.3862242,0
5614,0,0,3.7,1,5,1,2.8,1,2.4,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.34789148,5.95 ,53.70 ,28.96011903,23.10 ,30.60 ,11.38777244,0
5615,0,0,3.7,1,5,1,2.3,1,3.7,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.34941103,5.95 ,53.70 ,28.96064296,23.10 ,30.60 ,11.38876808,0
5616,0,0,3.7,1,5,1,2.7,1,3.5,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.35104174,5.95 ,53.70 ,28.9609258,23.10 ,30.60 ,11.39011594,0
5617,0,0,3.7,1,5,1,1.7,1,2.6,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.35161339,5.95 ,53.70 ,28.96088187,23.09 ,30.60 ,11.39073152,0
5618,0,0,3.7,1,5,1,1.4,1,3.1,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.35229637,5.95 ,53.70 ,28.96125089,23.09 ,30.61 ,11.39104548,0
5619,0,0,3.8,1,5,1,1.7,1,1.5,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.35221728,5.95 ,53.70 ,28.96045,23.09 ,30.61 ,11.39176728,0
5620,0,0,3.8,1,5,1,0.5,1,0.5,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.35091257,5.95 ,53.70 ,28.9593103,23.09 ,30.61 ,11.39160227,0
5621,0,0,3.8,1,5,1,-0.6,0,-0.9,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.34821523,5.95 ,53.70 ,28.95753932,23.09 ,30.61 ,11.3906759,0
5622,0,0,3.8,1,5,1,0.4,1,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.34652087,5.95 ,53.70 ,28.95602883,23.09 ,30.61 ,11.39049204,0
5623,0,0,3.9,1,5,1,0.6,1,0.3,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.34512327,5.95 ,53.70 ,28.95470276,23.09 ,30.62 ,11.39042051,0
5624,0,0,3.9,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.34322445,5.95 ,53.70 ,28.95334002,23.08 ,30.62 ,11.38988443,0
5625,0,0,3.9,1,5,1,-0.1,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.34121439,5.96 ,53.70 ,28.9519381,23.08 ,30.62 ,11.38927628,0
5626,0,0,4,1,5,1,-1,0,-0.4,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.33849835,5.96 ,53.70 ,28.95055355,23.08 ,30.62 ,11.3879448,0
5627,0,0,3.9,1,5,1,-3.8,0,-0.8,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.33403741,5.96 ,53.71 ,28.94968761,23.08 ,30.63 ,11.3843498,0
5628,0,0,4,1,5,1,-3.8,0,-0.6,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.32965029,5.96 ,53.71 ,28.94892734,23.08 ,30.63 ,11.38072295,0
5629,0,0,4,1,5,1,-4,0,-0.3,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.32531895,5.96 ,53.72 ,28.94842017,23.08 ,30.63 ,11.37689878,0
5630,0,0,4.1,1,5,1,-2.2,0,0.4,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.32234308,5.96 ,53.72 ,28.94786385,23.08 ,30.64 ,11.37447923,0
5631,0,0,4.1,1,5,1,1.3,1,0.8,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.32154047,5.96 ,53.72 ,28.94662699,23.08 ,30.64 ,11.37491348,0
5632,0,0,4.1,1,5,1,1.8,1,0.9,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.32107226,5.96 ,53.72 ,28.94532153,23.08 ,30.64 ,11.37575073,0
5633,0,0,4.1,1,5,1,1.7,1,1.9,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.32110551,5.96 ,53.72 ,28.94470658,23.08 ,30.64 ,11.37639893,0
5634,0,0,4.2,1,5,1,1.1,1,3.2,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.32149105,5.96 ,53.72 ,28.94508903,23.07 ,30.64 ,11.37640202,0
5635,0,0,4.2,1,5,1,1.1,1,2,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.32120812,5.96 ,53.72 ,28.9446756,23.07 ,30.64 ,11.37653253,0
5636,0,0,4.2,1,5,1,1.9,1,1.7,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.32120372,5.96 ,53.71 ,28.94384719,23.07 ,30.64 ,11.37735653,0
5637,0,0,4.2,1,5,1,1.6,1,1.7,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.32103225,5.96 ,53.71 ,28.94309995,23.07 ,30.65 ,11.3779323,0
5638,0,0,4.3,1,5,1,1.7,1,0.9,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.32043337,5.97 ,53.71 ,28.94176839,23.07 ,30.65 ,11.37866499,0
5639,0,0,4.3,1,5,1,1.1,1,1,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.31955617,5.97 ,53.71 ,28.94066534,23.07 ,30.65 ,11.37889083,0
5640,0,0,4.3,1,5,1,0.9,1,0.6,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.31834499,5.97 ,53.72 ,28.93935125,23.06 ,30.65 ,11.37899374,0
5641,0,0,4.3,1,5,1,-0.4,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.31602037,5.97 ,53.72 ,28.93792423,23.06 ,30.65 ,11.37809614,0
5642,0,0,4.3,1,5,1,-3.6,0,-0.6,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.31163569,5.97 ,53.72 ,28.93702971,23.06 ,30.66 ,11.37460598,0
5643,0,0,4.3,1,5,1,-13,0,-2.6,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.30090198,5.97 ,53.73 ,28.93734694,23.06 ,30.66 ,11.36355504,0
5644,0,0,4.4,1,5,1,-12.7,0,-2.9,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.29012864,5.97 ,53.74 ,28.93735729,23.07 ,30.67 ,11.35277135,0
5645,0,0,4.4,1,5,1,-10.2,0,-2.7,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.28085796,5.97 ,53.75 ,28.93682519,23.07 ,30.68 ,11.34403277,0
5646,0,0,3.9,1,5,1,-8.4,0,-1.6,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.27339036,5.97 ,53.75 ,28.93667146,23.07 ,30.68 ,11.3367189,0
5647,0,0,4,1,5,1,2.6,1,3.9,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.27508132,5.97 ,53.75 ,28.93716766,23.07 ,30.68 ,11.33791365,0
5648,0,0,3.9,1,5,1,5.6,1,6.3,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.27981833,5.97 ,53.75 ,28.93847198,23.06 ,30.68 ,11.34134635,0
5649,0,0,3.9,1,5,1,6.1,1,6.8,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.28511088,5.98 ,53.74 ,28.93997234,23.06 ,30.68 ,11.34513854,0
5650,0,0,3.9,1,5,1,7.4,1,7.9,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.29173813,5.97 ,53.73 ,28.94185029,23.06 ,30.68 ,11.34988785,0
5651,0,0,4,1,5,1,4.9,1,5.1,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.29537471,5.98 ,53.73 ,28.94252001,23.05 ,30.68 ,11.3528547,0
5652,0,0,4,1,5,1,1.6,1,1.3,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.29505792,5.98 ,53.73 ,28.94156243,23.05 ,30.68 ,11.35349549,0
5653,0,0,4,1,5,1,-3.1,0,-1.4,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.29062157,5.98 ,53.73 ,28.94008433,23.05 ,30.68 ,11.35053724,0
5654,0,0,4.1,1,5,1,0.9,1,0.2,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.28926551,5.98 ,53.73 ,28.9385601,23.05 ,30.68 ,11.35070541,0
5655,0,0,4.1,1,5,1,-3.1,0,-2.8,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.28401245,5.98 ,53.74 ,28.93612754,23.05 ,30.69 ,11.34788491,0
5656,0,0,4.1,1,5,1,-7,0,-1.4,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.27736722,5.98 ,53.74 ,28.93567475,23.05 ,30.69 ,11.34169248,0
5657,0,0,4.1,1,5,1,-3.8,0,-0.5,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.27300494,5.98 ,53.75 ,28.93495495,23.05 ,30.70 ,11.33804999,0
5658,0,0,4.2,1,5,1,-2.7,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.26949625,5.98 ,53.75 ,28.93424273,23.05 ,30.70 ,11.33525352,0
5659,0,0,4.2,1,5,1,-2.1,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.26626619,5.98 ,53.75 ,28.93330243,23.05 ,30.70 ,11.33296376,0
5660,0,0,4.2,1,5,1,-1.8,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.2632034,5.98 ,53.75 ,28.93228127,23.05 ,30.71 ,11.33092214,0
5661,0,0,4.2,1,5,1,-1.4,0,-0.2,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.2603079,5.98 ,53.76 ,28.93108602,23.05 ,30.71 ,11.32922187,0
5662,0,0,4.2,1,5,1,-1.2,0,0.1,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.25769106,5.99 ,53.76 ,28.93003569,23.05 ,30.71 ,11.32765537,0
5663,0,0,4.3,1,5,1,-0.7,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.25525969,5.99 ,53.76 ,28.92875738,23.04 ,30.71 ,11.32650231,0
5664,0,0,4.3,1,5,1,-0.7,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.25282852,5.99 ,53.76 ,28.92747918,23.04 ,30.72 ,11.32534934,0
5665,0,0,4.4,1,5,1,-0.4,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.25047145,5.99 ,53.76 ,28.926027,23.04 ,30.72 ,11.32444445,0
5666,0,0,4.4,1,5,1,-0.6,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.24800321,5.99 ,53.76 ,28.92462887,23.04 ,30.72 ,11.32337433,0
5667,0,0,4.4,1,5,1,0.2,1,0.2,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.2461478,5.99 ,53.76 ,28.92321395,23.04 ,30.72 ,11.32293385,0
5668,0,0,4.4,1,5,1,0,0,0.1,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.24412553,5.99 ,53.77 ,28.92178685,23.04 ,30.73 ,11.32233868,0
5669,0,0,4.4,1,5,1,0.1,1,0.1,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.24215917,5.99 ,53.77 ,28.92033295,23.04 ,30.73 ,11.32182622,0
5670,0,0,4.4,1,5,1,-0.1,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.23997025,5.99 ,53.77 ,28.91880062,23.04 ,30.73 ,11.32116963,0
5671,0,0,4.4,1,5,1,-0.1,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.23783725,5.99 ,53.77 ,28.91733469,23.04 ,30.73 ,11.32050256,0
5672,0,0,4.4,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.23576015,5.99 ,53.77 ,28.91584196,23.03 ,30.74 ,11.31991819,0
5673,0,0,4.4,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.23368326,5.99 ,53.77 ,28.91434938,23.03 ,30.74 ,11.31933388,0
5674,0,0,4.4,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.23160658,5.99 ,53.77 ,28.91285696,23.03 ,30.74 ,11.31874963,0
5675,0,0,4.5,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.22949265,6.00 ,53.78 ,28.91133775,23.03 ,30.74 ,11.31815489,0
5676,0,0,4.5,1,5,1,-0.1,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.22732325,6.00 ,53.78 ,28.90984564,23.03 ,30.75 ,11.3174776,0
5677,0,0,4.5,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.22520975,6.00 ,53.78 ,28.90832675,23.03 ,30.75 ,11.316883,0
5678,0,0,4.5,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.22309648,6.00 ,53.78 ,28.90680803,23.03 ,30.75 ,11.31628846,0
5679,0,0,4.6,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.22094597,6.00 ,53.78 ,28.90526254,23.03 ,30.76 ,11.31568343,0
5680,0,0,4.5,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.21883315,6.00 ,53.78 ,28.90374413,23.02 ,30.76 ,11.31508902,0
5681,0,0,4.6,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.21668309,6.00 ,53.78 ,28.90219897,23.02 ,30.76 ,11.31448412,0
5682,0,0,4.6,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.21453326,6.00 ,53.79 ,28.90065397,23.02 ,30.76 ,11.3138793,0
5683,0,0,4.6,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.21238367,6.00 ,53.79 ,28.89910913,23.02 ,30.77 ,11.31327453,0
5684,0,0,4.6,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.2102343,6.00 ,53.79 ,28.89756447,23.02 ,30.77 ,11.31266983,0
5685,0,0,4.6,1,5,1,0,0,0,0,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.20808516,6.00 ,53.79 ,28.89601996,23.02 ,30.77 ,11.3120652,0
5686,0,0,4.6,1,5,1,1,1,1,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.20704971,6.00 ,53.79 ,28.89486864,23.02 ,30.77 ,11.31218107,0
5687,0,0,4.6,1,5,1,3,1,3.7,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.20863072,6.00 ,53.79 ,28.89496684,23.01 ,30.77 ,11.31366388,0
5688,0,0,4.6,1,5,1,3.2,1,3.6,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.21026701,6.00 ,53.79 ,28.89494503,23.01 ,30.77 ,11.31532198,0
5689,0,0,4.6,1,5,1,4.7,1,5.4,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.21373925,6.00 ,53.78 ,28.89571105,23.01 ,30.77 ,11.3180282,0
5690,0,0,4.6,1,5,1,4.6,1,5.4,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.21715482,6.00 ,53.78 ,28.89650374,23.00 ,30.77 ,11.32065109,0
5691,0,0,4.7,1,5,1,0.9,1,1.1,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.21608192,6.00 ,53.78 ,28.89541923,23.00 ,30.78 ,11.32066268,0
5692,0,0,4.7,1,5,1,0.1,1,0.7,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.21434163,6.01 ,53.78 ,28.89428532,23.00 ,30.78 ,11.32005631,0
5693,0,0,4.7,1,5,1,0,0,0.3,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.21232343,6.01 ,53.78 ,28.8929138,23.00 ,30.78 ,11.31940963,0
5694,0,0,5,1,5,1,-0.3,0,-0.3,0,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.2096926,6.01 ,53.78 ,28.8911455,23.00 ,30.78 ,11.3185471,0
5695,0,0,5.2,1,5,1,1.5,1,0.7,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.20854472,6.01 ,53.78 ,28.88950141,23.00 ,30.79 ,11.31904331,0
5696,0,0,5.3,1,5,1,0.3,1,0.9,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.20680341,6.01 ,53.78 ,28.88828547,23.00 ,30.79 ,11.31851795,0
5697,0,0,5.3,1,5,1,0.7,1,1,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.20534045,6.01 ,53.79 ,28.88702837,22.99 ,30.79 ,11.31831208,0
5698,0,0,5.3,1,5,1,0.6,1,0.6,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.20359962,6.01 ,53.79 ,28.88553376,22.99 ,30.79 ,11.31806587,0
5699,0,0,5.3,1,5,1,0.3,1,0.9,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.20185905,6.01 ,53.79 ,28.88431836,22.99 ,30.80 ,11.31754069,0
5700,0,0,5.3,1,5,1,0.6,1,0.4,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.2000075,6.01 ,53.79 ,28.88269188,22.99 ,30.80 ,11.31731562,0
5701,0,0,5.4,1,5,1,0.3,1,0.5,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.19800761,6.01 ,53.79 ,28.88118547,22.99 ,30.80 ,11.31682214,0
5702,0,0,5.4,1,5,1,0.4,1,0.5,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.1960636,6.01 ,53.79 ,28.87965242,22.99 ,30.81 ,11.31641118,0
5703,0,0,5.7,1,5,1,-0.2,0,0,0,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.19339608,6.01 ,53.79 ,28.87786949,22.98 ,30.81 ,11.31552659,0
5704,0,0,5.8,1,5,1,0.3,1,0.1,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.19102516,6.01 ,53.80 ,28.87599183,22.98 ,30.81 ,11.31503333,0
5705,0,0,5.8,1,5,1,5.1,1,5.6,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.19438112,6.01 ,53.79 ,28.87646244,22.98 ,30.81 ,11.31791868,0
5706,0,0,5.9,1,5,1,8.1,1,9.5,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.20153339,6.01 ,53.79 ,28.87867876,22.97 ,30.81 ,11.32285463,0
5707,0,0,5.9,1,5,1,9.6,1,11.2,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.21046005,6.01 ,53.78 ,28.88161487,22.97 ,30.81 ,11.32884518,0
5708,0,0,5.9,1,5,1,9,1,10.4,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.2186047,6.01 ,53.77 ,28.88418198,22.96 ,30.81 ,11.33442272,0
5709,0,0,5.9,1,5,1,8.3,1,9.7,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.22596823,6.01 ,53.76 ,28.88647334,22.96 ,30.81 ,11.33949489,0
5710,0,0,5.9,1,5,1,8.5,1,9.9,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.23355029,6.01 ,53.75 ,28.88884203,22.95 ,30.80 ,11.34470825,0
5711,0,0,5.9,1,5,1,6.9,1,8.9,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.23968654,6.01 ,53.75 ,28.89097864,22.95 ,30.80 ,11.3487079,0
5712,0,0,5.9,1,5,1,6.4,1,8.4,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.24526564,6.01 ,53.74 ,28.89291845,22.94 ,30.80 ,11.35234719,0
5713,0,0,5.9,1,5,1,6.3,1,6.8,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.24990001,6.01 ,53.74 ,28.89382867,22.94 ,30.80 ,11.35607134,0
5714,0,0,5.8,1,5,1,9.8,1,12.1,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.25944707,6.01 ,53.73 ,28.89732305,22.93 ,30.80 ,11.36212402,0
5715,0,0,5.9,1,5,1,11.1,1,14.9,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.27122272,6.01 ,53.72 ,28.90228649,22.92 ,30.79 ,11.36893623,0
5716,0,0,6.1,1,5,1,10.4,1,11.8,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.28081267,6.01 ,53.71 ,28.90533769,22.92 ,30.79 ,11.37547497,0
5717,0,0,6.3,1,5,1,12,1,14,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.29242558,6.01 ,53.70 ,28.9093545,22.91 ,30.79 ,11.38307108,0
5718,0,0,6.3,1,5,1,10.3,1,13.4,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.30275916,6.01 ,53.69 ,28.91342906,22.90 ,30.79 ,11.38933011,0
5719,0,0,6.3,1,5,1,10,1,13.2,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.31281035,6.01 ,53.68 ,28.91744993,22.90 ,30.78 ,11.39536042,0
5720,0,0,6.4,1,5,1,10.6,1,13.4,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.32326058,6.01 ,53.67 ,28.92141269,22.89 ,30.78 ,11.40184789,0
5721,0,0,6.4,1,5,1,16.1,1,19.8,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.34027694,6.01 ,53.65 ,28.92811104,22.88 ,30.77 ,11.41216591,0
5722,0,0,6.4,1,5,1,16.5,1,19.3,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.35722444,6.00 ,53.64 ,28.93436814,22.87 ,30.77 ,11.4228563,0
5723,0,0,6.4,1,5,1,15.8,1,18.1,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.37311054,6.00 ,53.62 ,28.94001893,22.86 ,30.76 ,11.43309161,0
5724,0,0,6.4,1,5,1,17.3,1,18.3,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.38992137,6.00 ,53.61 ,28.94539534,22.86 ,30.75 ,11.44452603,0
5725,0,0,6.4,1,5,1,14.1,1,17.3,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.4044056,6.00 ,53.60 ,28.95096704,22.85 ,30.75 ,11.45343856,0
5726,0,0,6.4,1,5,1,6.4,1,10.9,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.41111704,6.00 ,53.59 ,28.95439373,22.84 ,30.75 ,11.45672331,0
5727,0,0,6.5,1,5,1,3,1,8.2,1,1.14,1,0.06,1,0.08,1,0.8,1,0,0,5,1,40.41443039,6.00 ,53.59 ,28.95692963,22.84 ,30.75 ,11.45750076,0
5728,0,0,6.4,1,5,1,1.9,1,2.3,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.41392728,6.00 ,53.59 ,28.95591395,22.84 ,30.75 ,11.45801333,0
5729,0,0,6.4,1,5,1,-1.6,0,-0.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.41017699,6.00 ,53.59 ,28.95425962,22.83 ,30.76 ,11.45591737,0
5730,0,0,6.4,1,5,1,-0.3,0,0.2,1,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.40730776,6.00 ,53.59 ,28.95245469,22.83 ,30.76 ,11.45485307,0
5731,0,0,6.4,1,5,1,-3,0,-0.6,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.40251248,6.00 ,53.60 ,28.95084699,22.83 ,30.76 ,11.45166549,0
5732,0,0,6.6,1,5,1,-3.1,0,-0.3,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.39775303,6.00 ,53.60 ,28.94940953,22.83 ,30.77 ,11.4483435,0
5733,0,0,6.7,1,5,1,-17.1,0,-3.3,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.38359711,6.00 ,53.61 ,28.94971992,22.83 ,30.78 ,11.4338772,0
5734,0,0,6.7,1,5,1,-15.8,0,-1.9,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.37092515,6.01 ,53.62 ,28.95060157,22.84 ,30.79 ,11.42032358,0
5735,0,0,6.7,1,5,1,-15.4,0,-2.1,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.35836107,6.01 ,53.63 ,28.95124512,22.84 ,30.80 ,11.40711595,0
5736,0,0,6.6,1,5,1,-19.5,0,-3.2,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.34296594,6.01 ,53.65 ,28.95229021,22.84 ,30.81 ,11.39067573,0
5737,0,0,6.7,1,5,1,-19.5,0,-3.4,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.32741899,6.01 ,53.66 ,28.95317751,22.84 ,30.82 ,11.37424148,0
5738,0,0,6.7,1,5,1,-18.6,0,-3.4,0,1.14,1,0.06,1,0.08,1,1,1,0,0,5,1,40.31236419,6.01 ,53.67 ,28.95382424,22.85 ,30.83 ,11.35853995,0
